,Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3,Description,Count of text reviews,book_id
36391,61551,The Open Society and Its Enemies - Volume Two: Hegel and Marx,1:100,470,4:632,total:1972,11,7,Routledge,52,2003,eng,Karl Popper,4.02,2:109,5:844,0415278422,3:287,,,36391
36394,61554,Conjectures and Refutations: The Growth of Scientific Knowledge,1:26,582,4:460,total:1364,11,8,Routledge,47,2002,,Karl Popper,4.15,2:46,5:604,0415285941,3:228,,,36394
36408,61582,"What Remains: A Memoir of Fate, Friendship, and Love",1:120,404,4:5797,total:14544,1,8,Pocket Star,21,2006,eng,Carole Radziwill,4.18,2:426,5:5987,1416531262,3:2214,,,36408
36449,61663,Pale Blue Dot: A Vision of the Human Future in Space,1:560,384,4:8421,total:27463,8,9,Ballantine Books,787,1997,eng,Carl Sagan,4.32,2:724,5:14828,0345376595,3:2930,,,36449
36450,61665,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,1:140,296,4:4639,total:14151,12,5,Ballantine Books,387,1998,,Carl Sagan,4.28,2:367,5:7063,0345379187,3:1942,,,36450
36451,61666,Contact,1:1037,580,4:43070,total:116114,28,8,Pocket,2140,1997,eng,Carl Sagan,4.14,2:3851,5:47438,2266079999,3:20718,,,36451
36453,61672,Bonjour tristesse,1:589,154,4:9266,total:25560,16,9,Pocket,880,2002,fre,FranÃ§oise Sagan,3.64,2:2350,5:5311,2266127748,3:8044,,,36453
36465,61738,The Family of Pascual Duarte,1:202,166,4:3006,total:7906,31,12,Little Brown and Company,1,1990,,Camilo JosÃ© Cela,3.74,2:621,5:1928,0316134325,3:2149,,,36465
36475,61770,La familia de Pascual Duarte,1:202,118,4:3006,total:7906,1,12,Destino,75,1994,spa,Camilo JosÃ© Cela,3.74,2:621,5:1928,072930356X,3:2149,,,36475
36524,61884,"Komarr (Vorkosigan Saga, #11)",1:17,384,4:5617,total:13503,1,4,Baen,427,1999,eng,Lois McMaster Bujold,4.3,2:124,5:6065,0671578081,3:1680,,,36524
36526,61886,"The Curse of Chalion (World of the Five Gods, #1)",1:546,490,4:11205,total:30886,3,2,Voyager,1627,2003,eng,Lois McMaster Bujold,4.15,2:1158,5:13260,0007133618,3:4717,,,36526
36528,61888,Marathon Man,1:159,311,4:7587,total:19100,3,7,Ballantine Books,31,2001,eng,William Goldman,4.12,2:526,5:7311,0345439724,3:3517,,,36528
36534,61895,"Lady of Avalon (Avalon, #3)",1:165,480,4:6116,total:15943,1,6,New American Library,25,1998,eng,Marion Zimmer Bradley,3.9,2:808,5:4669,0451456521,3:4185,,,36534
36536,61899,"A Civil Campaign (Vorkosigan Saga, #12)",1:44,544,4:4851,total:15162,1,8,Baen,613,2000,eng,Lois McMaster Bujold,4.43,2:174,5:8573,0671578855,3:1520,,,36536
36540,61904,"Paladin of Souls (World of the Five Gods, #2)",1:222,470,4:7976,total:21019,26,4,HarperTorch,949,2005,eng,Lois McMaster Bujold,4.16,2:657,5:8704,0380818612,3:3460,,,36540
36541,61905,"Barrayar (Vorkosigan Saga, #7)",1:104,336,4:8591,total:23199,1,12,Gardners Books,661,2003,eng,Lois McMaster Bujold,4.31,2:386,5:11241,0743468414,3:2877,,,36541
36543,61908,"Mirror Dance (Vorkosigan Saga, #8)",1:76,392,4:6757,total:18021,1,3,Baen Books,8,1994,,Lois McMaster Bujold,4.33,2:266,5:8812,0671722107,3:2110,,,36543
36560,61938,"The Rowan (The Tower and the Hive, #1)",1:116,336,4:5180,total:15274,22,6,Random House Value Publishing,318,1992,eng,Anne McCaffrey,4.04,2:791,5:5831,0517086034,3:3356,,,36560
36584,61975,"Dragonflight (Dragonriders of Pern, #1)",1:2050,299,4:40385,total:120787,26,7,Del Rey,2393,2005,eng,Anne McCaffrey,4.1,2:5181,5:50582,0345484266,3:22589,,,36584
36634,62088,Wilco: Learning How to Die,1:12,264,4:579,total:1319,15,6,Three Rivers Press,102,2004,,Greg Kot,3.87,2:47,5:320,0767915585,3:361,,,36634
36642,62104,The Phantom of the Opera,1:3273,336,4:63352,total:189814,3,3,Puffin Classics,51,1994,,Gaston Leroux,3.97,2:11014,5:68894,0140368132,3:43281,,,36642
36646,62111,The Swiss Family Robinson,1:1760,345,4:31772,total:94382,28,10,Sterling,1684,2006,eng,Johann David Wyss,3.92,2:5509,5:32180,1402726023,3:23161,,,36646
36701,62212,In the Company of the Courtesan,1:382,368,4:8900,total:22963,6,2,Random House Trade,1122,2007,eng,Sarah Dunant,3.78,2:1450,5:5588,0812974042,3:6643,,,36701
36782,62418,Personal Recollections of Joan of Arc,1:108,352,4:2014,total:5854,7,11,Dover Publications,42,2002,,Mark Twain,4.07,2:263,5:2368,0486424596,3:1101,,,36782
36800,62445,The Prince and the Pauper,1:1241,420,4:38714,total:104296,1,3,Digital Scanning,2,2001,,Mark Twain,3.85,2:5624,5:29183,1582183384,3:29534,,,36800
36804,62454,Leonardo da Vinci,1:4,48,4:129,total:279,22,8,HarperCollins,6,2000,,Diane Stanley,3.98,2:4,5:78,0688161553,3:64,,,36804
36854,62530,"Thud! (Discworld, #34; City Watch #7)",1:164,439,4:21827,total:60324,2,10,Corgi,1257,2006,eng,Terry Pratchett,4.32,2:881,5:29591,,3:7861,,,36854
36860,62541,Pudd'nhead Wilson,1:277,174,4:7978,total:20731,1,8,North Books,0,2001,eng,Mark Twain,3.79,2:1366,5:5196,1582871523,3:5914,,,36860
36861,62542,The Illuminatus! Trilogy,1:473,805,4:4251,total:14262,25,6,Constable & Robinson,18,1984,eng,Robert Shea,4.01,2:946,5:6008,1854875744,3:2584,,,36861
37020,62764,Kokoro,1:127,208,4:6924,total:16513,11,8,Dover Publications,18,2006,,Natsume SÅseki,4.02,2:682,5:5426,0486451399,3:3354,,,37020
37028,62779,Nada,1:203,244,4:3919,total:9968,27,2,Harvill Secker,424,2007,eng,Carmen Laforet,3.85,2:676,5:2831,1843433028,3:2339,,,37028
37034,62794,Confessions of a Mask,1:173,224,4:5677,total:13880,27,10,Peter Owen,377,1998,eng,Yukio Mishima,3.92,2:747,5:4109,0720610311,3:3174,,,37034
37037,62799,The Sailor Who Fell from Grace with the Sea,1:246,144,4:7770,total:17945,1,7,Berkley Publishing Group,18,1971,,Yukio Mishima,3.89,2:957,5:4835,0425028321,3:4137,,,37037
37046,62811,Forbidden Colors,1:45,403,4:980,total:2660,22,2,Vintage Books,84,1999,eng,Yukio Mishima,3.93,2:134,5:861,0375705163,3:640,,,37046
37088,62882,Santuario,1:335,320,4:4043,total:10769,15,9,Alfaguara,13,2006,spa,William Faulkner,3.64,2:910,5:2211,8420470023,3:3270,,,37088
37113,62937,Trafalgar,1:3,488,4:21,total:51,19,2,Planeta Publishing,5,2018,spa,JosÃ© Luis Corral,3.45,2:2,5:5,8495971267,3:20,,,37113
37132,62972,ConversaciÃ³n en La Catedral,1:76,768,4:1855,total:6311,1,4,Santillana USA Publishing Company,15,2002,,Mario Vargas Llosa,4.33,2:188,5:3429,8466304568,3:763,,,37132
37137,62992,The Time Ships,1:89,520,4:1878,total:5180,27,11,Harper Voyager,262,1995,eng,Stephen Baxter,3.94,2:296,5:1733,0061056480,3:1184,,,37137
37149,63028,Last Evenings on Earth,1:28,277,4:1639,total:3723,6,5,Vintage Books,21,2008,eng,Roberto BolaÃ±o,4.11,2:114,5:1324,0099469421,3:618,,,37149
37152,63031,By Night in Chile,1:120,118,4:3447,total:8410,1,12,New Directions,498,2005,eng,Roberto BolaÃ±o,3.87,2:487,5:2286,0811215474,3:2070,,,37152
37154,63036,Putas asesinas,1:44,225,4:1459,total:3482,1,11,Anagrama,186,2005,spa,Roberto BolaÃ±o,3.86,2:172,5:895,8433968084,3:912,,,37154
37156,63038,The Man Who Laughs,1:110,672,4:2959,total:9324,19,8,Norilana Books,283,2006,eng,Victor Hugo,4.23,2:347,5:4544,1934169005,3:1364,,,37156
37184,63080,Diablo GuardiÃ¡n,1:111,544,4:1499,total:4710,1,5,Alfaguara,22,2003,spa,Xavier Velasco,4.11,2:231,5:2101,9681912640,3:768,,,37184
37201,63123,AntologÃ­a poÃ©tica: El poeta es un fingidor,1:2,400,4:131,total:440,1,6,"Espasa Calpe, S.A.",9,1991,spa,Fernando Pessoa,4.44,2:6,5:256,842391867X,3:45,,,37201
37205,63138,La invenciÃ³n de Morel,1:175,112,4:5931,total:15397,1,11,Penguin Books,71,1996,spa,Adolfo Bioy Casares,4.06,2:691,5:5687,0140260846,3:2913,,,37205
37213,63159,AsÃ­ hablÃ³ Zaratustra,1:2526,312,4:33418,total:102404,1,4,Edimat Libros,6,2005,spa,Friedrich Nietzsche,4.06,2:5426,5:42777,8497644506,3:18257,,,37213
37219,63219,El beso de la mujer araÃ±a,1:156,288,4:4822,total:12134,4,10,Vintage Espanol,157,1994,spa,Manuel Puig,3.98,2:622,5:3983,0679755454,3:2551,,,37219
37360,63524,City,1:119,323,4:1164,total:3567,1,4,Rizzoli,3,1999,ita,Alessandro Baricco,3.76,2:331,5:1051,8817861022,3:902,,,37360
37431,63666,Otelo,1:4918,176,4:109079,total:301344,28,9,Edimat Libros,2,2005,,William Shakespeare,3.89,2:18717,5:94129,8497644530,3:74501,,,37431
37438,63675,"Country of My Skull: Guilt, Sorrow, and the Limits of Forgiveness in the New South Africa",1:53,432,4:976,total:2580,8,8,Broadway Books,184,2000,eng,Antjie Krog,4.09,2:102,5:1019,0812931297,3:430,,,37438
37443,63689,The Great Railway Bazaar,1:387,342,4:6256,total:15872,1,6,Mariner Books,660,2006,eng,Paul Theroux,3.91,2:895,5:4899,0618658947,3:3435,,,37443
37447,63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,1:2327,243,4:58406,total:155281,2,4,Touchstone,4665,1998,eng,Oliver Sacks,4.06,2:6484,5:58528,0684853949,3:29536,,,37447
37448,63698,El alcalde de Zalamea,1:25,178,4:312,total:946,19,2,Planeta Publishing,1,2018,spa,Pedro CalderÃ³n de la Barca,3.51,2:107,5:162,8423918505,3:340,,,37448
37455,63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",1:241,464,4:22328,total:58362,6,11,Corgi,851,2008,eng,Terry Pratchett,4.27,2:904,5:26599,0552154229,3:8290,,,37455
37471,63742,"Manifold: Time (Manifold, #1)",1:134,480,4:2493,total:6510,28,11,Del Rey Books,276,2000,eng,Stephen Baxter,3.76,2:442,5:1593,034543076X,3:1848,,,37471
37510,63799,"2001: A Space Odyssey (Space Odyssey, #1)",1:3413,90,4:89134,total:245401,21,4,Addison Wesley Publishing Company,4,2003,eng,Arthur C. Clarke,4.15,2:8325,5:103766,0582461367,3:40763,,,37510
37521,63818,"Manifold: Space (Manifold, #2)",1:51,512,4:1918,total:4663,2,1,Random House Inc,111,2002,eng,Stephen Baxter,3.89,2:228,5:1289,0345430786,3:1177,,,37521
37603,63975,El conde Lucanor,1:125,307,4:701,total:2585,1,2,"Espasa Calpe Mexicana, S.A.",74,1998,spa,Infante Don Juan Manuel,3.39,2:378,5:472,8423918211,3:909,,,37603
37615,63992,Lazarillo de Tormes,1:668,156,4:5514,total:17624,5,11,Espasa Calpe,5,1940,spa,Anonymous,3.52,2:2015,5:3463,8423918122,3:5964,,,37615
37631,64023,Celebration of Discipline: The Path to Spiritual Growth,1:750,256,4:9872,total:31150,5,10,HarperOne,766,1988,en-US,Richard J. Foster,4.19,2:1155,5:14849,0060628391,3:4524,,,37631
37666,64083,Revolution,1:12,143,4:243,total:687,1,2,Tyndale House Publishers,2,2006,,George Barna,3.67,2:62,5:152,1414310161,3:218,,,37666
37680,64104,The Uses of Enchantment,1:102,368,4:314,total:1253,17,10,Doubleday,203,2006,,Heidi Julavits,3.08,2:249,5:122,0385513232,3:466,,,37680
37681,64105,"The Last Enchantment (Arthurian Saga, #3)",1:48,513,4:5650,total:13995,6,5,Harper Voyager,321,2003,eng,Mary  Stewart,4.17,2:296,5:5535,0060548274,3:2466,,,37681
37724,64175,Manifold: Origin,1:64,544,4:1036,total:2892,1,1,Del Rey Books,61,2003,eng,Stephen Baxter,3.69,2:261,5:673,0345430808,3:858,,,37724
37747,64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",1:402,394,4:34039,total:97985,27,9,HarperTorch,2237,2005,eng,Terry Pratchett,4.39,2:1233,5:51877,0060502932,3:10434,,,37747
37750,64229,"Maus: A Survivor's Tale: My Father Bleeds History (Maus, #1)",1:4348,160,4:68957,total:240262,12,8,Pantheon,632,1986,eng,Art Spiegelman,4.35,2:6494,5:134810,0394747232,3:25653,,,37750
37755,64239,Pyramid,1:10,80,4:404,total:1169,26,4,HMH Books for Young Readers,59,1982,en-US,David Macaulay,4.16,2:35,5:504,0395321212,3:216,,,37755
37761,64251,"Mouse Guard: Fall 1152 (Mouse Guard, #1)",1:121,192,4:4619,total:11736,21,7,Archaia,912,2009,eng,David Petersen,4.0,2:528,5:3942,1932386572,3:2526,,,37761
37764,64255,"The Ape Who Guards the Balance (Amelia Peabody, #10)",1:32,464,4:3856,total:9302,1,5,Avon,244,1999,en-US,Elizabeth Peters,4.19,2:158,5:3740,0380798565,3:1516,,,37764
37805,64337,The City of Gold and Lead,1:32,218,4:2974,total:7017,1,1,,11,1990,eng,John Christopher,4.06,2:181,5:2356,0440842824,3:1474,,,37805
37807,64341,The Metamorphosis of Prime Intellect,1:35,176,4:728,total:1935,19,11,Lulu.com,180,2010,eng,Roger    Williams,4.16,2:84,5:839,1411602196,3:249,,,37807
37823,64370,Mind Performance Hacks: Tips & Tools for Overclocking Your Brain,1:21,332,4:304,total:940,13,2,O'Reilly Media,27,2006,eng,Ron Hale-Evans,3.89,2:73,5:324,0596101538,3:218,,,37823
37833,64385,"Johnny and the Bomb (Johnny Maxwell, #3)",1:61,246,4:2731,total:7344,3,4,HarperCollins,153,2007,eng,Terry Pratchett,3.82,2:420,5:1932,0060541911,3:2200,,,37833
37844,64410,Galileo,1:183,155,4:3435,total:9167,11,1,Grove Press,160,1994,eng,Bertolt Brecht,3.73,2:732,5:2186,0802130593,3:2631,,,37844
37850,64416,The Good Woman of Setzuan,1:124,112,4:2330,total:6317,15,11,University of Minnesota Press,86,1999,eng,Bertolt Brecht,3.72,2:564,5:1505,0816635277,3:1794,,,37850
37854,64427,"Lyra's Oxford (His Dark Materials, #3.5)",1:256,56,4:7122,total:20587,6,11,David Fickling Books,31,2003,eng,Philip Pullman,3.5700000000000003,2:1754,5:3450,0385606990,3:8005,,,37854
37874,64463,The Chrysalids,1:3,54,4:33,total:88,1,6,Faber & Faber,7,2001,,David Harrower,3.66,2:7,5:19,0748742867,3:26,,,37874
37884,64481,A Northern Light,1:769,396,4:14394,total:36947,1,9,HMH Books for Young Readers,3007,2004,eng,Jennifer Donnelly,3.83,2:2347,5:10093,0152053107,3:9344,,,37884
37885,64482,Let the Northern Lights Erase Your Name,1:81,226,4:1731,total:4321,2,1,Ecco,653,2007,eng,Vendela Vida,3.61,2:416,5:731,0060828374,3:1362,,,37885
37890,64489,"Luces del norte (His Dark Materials, #1)",1:43443,392,4:389087,total:1230400,1,10,Ediciones B,52,1997,spa,Philip Pullman,3.98,2:73731,5:489100,8440632967,3:235039,,,37890
37891,64490,"La daga (His Dark Materials, #2)",1:4537,296,4:125359,total:346133,1,4,Ediciones B,35,1998,spa,Philip Pullman,4.13,2:13285,5:144719,8440684096,3:58233,,,37891
37898,64524,"The Crystal City (Tales of Alvin Maker, #6)",1:204,384,4:3673,total:10592,10,11,Tor Books,10,2003,,Orson Scott Card,3.61,2:1084,5:2129,0312864833,3:3502,,,37898
37903,64533,The Crusades Through Arab Eyes,1:56,293,4:2774,total:6931,29,4,Schocken,259,1989,eng,Amin Maalouf,4.19,2:178,5:2879,0805208984,3:1044,,,37903
37915,64550,"Sister Pelagia and the White Bulldog (Sister Pelagia Mysteries, #1)",1:42,273,4:758,total:2086,30,1,Random House,125,2007,eng,Boris Akunin,3.74,2:173,5:519,0812975138,3:594,,,37915
37916,64551,"The Death of Achilles (Erast Fandorin Mysteries, #4)",1:17,320,4:1961,total:4669,18,4,Random House Trade Paperbacks,127,2006,eng,Boris Akunin,4.1,2:140,5:1666,0812968808,3:885,,,37916
37917,64552,"Murder on the Leviathan (Erast Fandorin Mysteries, #3)",1:33,229,4:2580,total:6144,8,2,Random House Trade,195,2005,eng,Boris Akunin,4.02,2:202,5:1981,0812968794,3:1348,,,37917
37930,64582,Chaos: Making a New Science,1:490,352,4:11191,total:29473,1,12,Penguin Books,712,1988,eng,James Gleick,4.0,2:1308,5:10357,0140092501,3:6127,,,37930
37950,64618,The Radioactive Boy Scout: The Frightening True Story of a Whiz Kid and His Homemade Nuclear Reactor,1:23,209,4:644,total:1584,21,6,Fourth Estate,164,2004,,Ken Silverstein,3.71,2:107,5:317,1841152293,3:493,,,37950
37951,64619,In the Blink of an Eye,1:0,384,4:9,total:30,18,8,Random House,0,1999,,Pat Milton,3.67,2:3,5:7,0812991745,3:11,,,37951
37979,64669,"Let it Blurt: The Life and Times of Lester Bangs, America's Greatest Rock Critic",1:42,352,4:901,total:2334,18,4,Broadway Books,78,2000,eng,Jim DeRogatis,3.89,2:118,5:692,0767905091,3:581,,,37979
37994,64694,Family Tree,1:243,358,4:3140,total:9137,26,4,Doubleday Books,959,2007,,Barbara Delinsky,3.56,2:985,5:1719,038551865X,3:3050,,,37994
38000,64701,The Family Tree,1:47,496,4:1092,total:2852,1,5,Harper Voyager,174,1998,eng,Sheri S. Tepper,4.01,2:118,5:998,0380791978,3:597,,,38000
38010,64715,Nemesis,1:24,286,4:1000,total:2865,15,5,Fleuve noir,0,2003,,S.D. Perry,3.99,2:147,5:1013,2265075698,3:681,,,38010
38021,64732,"The Forge of God (Forge of God, #1)",1:161,474,4:5472,total:13555,11,8,Tor Books,396,2001,eng,Greg Bear,3.86,2:689,5:3623,0765301075,3:3610,,,38021
38090,64857,"D is for Deadbeat (Kinsey Millhone, #4)",1:126,320,4:14255,total:34457,29,11,St. Martin's Paperbacks,824,2005,eng,Sue Grafton,3.86,2:1041,5:8351,0312939027,3:10684,,,38090
38093,64860,"E is for Evidence (Kinsey Millhone, #5)",1:96,320,4:13544,total:31981,29,11,St. Martin's Paperbacks,727,2005,eng,Sue Grafton,3.9,2:776,5:8133,0312939035,3:9432,,,38093
38094,64862,"R is for Ricochet (Kinsey Millhone, #18)",1:192,363,4:12128,total:29906,29,3,G.P. Putnam's Sons,695,2005,eng,Sue Grafton,3.97,2:892,5:9041,0425203867,3:7653,,,38094
38095,64863,"A is for Alibi (Kinsey Millhone, #1)",1:3306,308,4:53328,total:155208,1,11,St. Martin's Press,3755,2005,eng,Sue Grafton,3.85,2:9433,5:47007,0312938993,3:42134,,,38095
38115,64895,Cod: A Biography of the Fish that Changed the World,1:372,294,4:7622,total:18828,6,5,Vintage/Ebury,1172,1999,eng,Mark Kurlansky,3.91,2:886,5:5575,0099268701,3:4373,,,38115
38129,64923,Darwin's Radio (Darwin's Radio #1),1:311,448,4:4947,total:12948,4,3,Ballantine Books,579,2003,eng,Greg Bear,3.7,2:1067,5:2881,0345459814,3:3742,,,38129
38136,64936,"Time's Eye (A Time Odyssey, #1)",1:87,379,4:2452,total:6356,1,1,Del Rey Books,276,2005,eng,Arthur C. Clarke,3.71,2:496,5:1370,034545247X,3:1951,,,38136
38140,64965,Anthropology of an American Girl,1:395,568,4:1000,total:4068,15,1,Vernacular Press,16,2004,,Hilary Thayer Hamann,3.31,2:722,5:882,0974026670,3:1069,,,38140
38150,64986,Q & A,1:400,336,4:11982,total:29284,2,8,Scribner,55,2005,eng,Vikas Swarup,3.99,2:1352,5:9624,0743267478,3:5926,,,38150
38166,65006,Q,1:144,798,4:2031,total:6317,1,9,Piper,1,2002,ger,Luther Blissett,4.17,2:301,5:2982,349204218X,3:859,,,38166
38173,65031,"VALIS (VALIS Trilogy, #1)",1:574,272,4:7993,total:23125,30,6,Gollancz,36,2001,eng,Philip K. Dick,3.93,2:1519,5:8087,,3:4952,,,38173
38196,65086,Every Secret Thing,1:54,406,4:2337,total:5479,1,9,Allison & Busby,375,2007,eng,Emma Cole,3.96,2:216,5:1621,0749081473,3:1251,,,38196
38209,65110,"The Penultimate Peril (A Series of Unfortunate Events, #12)",1:857,353,4:30875,total:85576,18,10,HarperCollins Publishers,1975,2005,eng,Lemony Snicket,4.05,2:3651,5:32279,0064410153,3:17914,,,38209
38210,65111,"The Grim Grotto (A Series of Unfortunate Events, #11)",1:926,323,4:33328,total:92683,21,9,HarperCollins Publishers,1930,2004,eng,Lemony Snicket,4.01,2:4180,5:33027,0064410145,3:21222,,,38210
38211,65112,"The End (A Series of Unfortunate Events, #13)",1:1867,337,4:27511,total:85377,13,10,HarperCollins Publishers,3840,2006,eng,Lemony Snicket,4.01,2:5085,5:33747,0064410161,3:17167,,,38211
38213,65114,"The Slippery Slope (A Series of Unfortunate Events, #10)",1:995,340,4:36674,total:101723,6,5,Egmont Books Ltd,61,2004,en-US,Lemony Snicket,4.03,2:4369,5:36980,1405210869,3:22705,,,38213
38214,65115,"The Bad Beginning (A Series of Unfortunate Events, #1)",1:8269,162,4:129773,total:376365,30,9,HarperCollins,40,1999,en-US,Lemony Snicket,3.95,2:21710,5:132337,006075589X,3:84276,,,38214
38215,65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",1:832,272,4:34617,total:93847,10,5,Egmont,1600,2003,eng,Lemony Snicket,3.97,2:4161,5:31310,1405206128,3:22927,,,38215
38216,65119,"The Miserable Mill (A Series of Unfortunate Events, #4)",1:1431,194,4:45742,total:132506,15,4,"Scholastic, Inc.",3098,2000,en-US,Lemony Snicket,3.86,2:7968,5:39346,0439272637,3:38019,,,38216
38240,65149,A Summer to Die,1:66,120,4:2310,total:6404,1,12,Laurel Leaf,476,1983,,Lois Lowry,4.02,2:282,5:2327,0440219175,3:1419,,,38240
38242,65151,"Anastasia Again! (Anastasia Krupnik, #2)",1:101,160,4:1110,total:3107,15,10,Yearling,80,1982,eng,Lois Lowry,3.84,2:135,5:913,0440400090,3:848,,,38242
38248,65182,Poeta En Nueva York,1:30,184,4:1313,total:3896,1,6,Planeta Publishing,4,1992,,Federico GarcÃ­a Lorca,4.17,2:157,5:1740,8423919463,3:656,,,38248
38256,65211,Christ Stopped at Eboli: The Story of a Year,1:76,275,4:1997,total:5198,10,1,"Farrar, Straus and Giroux",227,2006,eng,Carlo Levi,4.07,2:220,5:1979,0374530092,3:926,,,38256
38259,65216,My Brother Sam Is Dead,1:1066,240,4:4536,total:15524,1,6,Scholastic Inc.,14,2005,,James Lincoln Collier,3.41,2:1972,5:2962,0439771307,3:4988,,,38259
38260,65218,Brothers,1:3,556,4:6,total:23,1,9,Toby Press,3,2006,,Chayym Zeldis,3.3,2:1,5:4,1592641679,3:9,,,38260
38287,65263,Black Box,1:40,259,4:1107,total:2815,20,5,Vintage,9,1993,en-GB,Amos Oz,3.89,2:175,5:829,0099303833,3:664,,,38287
38305,65285,The Death of Vishnu,1:213,301,4:2986,total:8538,1,1,Harper Perennial,483,2002,eng,Manil Suri,3.62,2:854,5:1792,006000438X,3:2693,,,38305
38377,65399,"Sullivan's Island (Lowcountry Tales, #1)",1:241,464,4:6649,total:17468,6,1,Berkley,669,2004,eng,Dorothea Benton Frank,4.03,2:672,5:6228,0425193942,3:3678,,,38377
38439,65517,La sonrisa etrusca,1:45,347,4:1132,total:2869,1,5,Alfaguara,131,1985,,JosÃ© Luis Sampedro,4.05,2:126,5:1047,0679763384,3:519,,,38439
38440,65520,The Great Train Robbery,1:288,329,4:9972,total:24793,5,11,Avon,66,2002,en-US,Michael Crichton,3.86,2:1410,5:6621,0060502304,3:6502,,,38440
38467,65581,La verdad sobre el caso Savolta,1:51,448,4:1558,total:3589,1,10,Seix Barral. Booket,1,2003,spa,Eduardo Mendoza,3.84,2:218,5:883,8432231487,3:879,,,38467
38478,65605,"The Magician's Nephew (Chronicles of Narnia, #6)",1:4103,221,4:133873,total:386643,4,5,HarperCollins Publishers,7770,2005,eng,C.S. Lewis,4.04,2:17449,5:146890,0060764902,3:84328,,,38478
38480,65609,"The Magician's Nephew (The Chronicles of Narnia, #6)",1:4103,4,4:133873,total:386643,14,6,HarperFestival,26,2005,en-US,C.S. Lewis,4.04,2:17449,5:146890,0060793341,3:84328,,,38480
38483,65636,"The Horse and His Boy (Chronicles of Narnia, #3)",1:3506,223,4:83983,total:258383,2,1,HarperCollins,68,2008,eng,C.S. Lewis,3.92,2:16462,5:88410,006440501X,3:66022,,,38483
38484,65640,"The Magician's Nephew (Chronicles of Narnia, #1)",1:4103,208,4:133875,total:386645,22,8,HarperCollins,179,2000,eng,C.S. Lewis,4.04,2:17449,5:146890,0064409430,3:84328,,,38484
